iter	Passed	Remaining
1663	175886	35515
1664	176084	35428
1665	176251	35334
1666	176419	35241
1667	176529	35136
1668	176642	35032
1669	176750	34926
1670	176867	34823
1671	176975	34717
1672	177101	34615
1673	177322	34532
1674	177464	34433
1675	177695	34351
1676	177860	34256
1677	178024	34161
1678	178153	34060
1679	178262	33954
1680	178376	33850
1681	178503	33748
1682	178705	33659
1683	179357	33656
1684	179592	33573
1685	179756	33477
1686	180340	33459
1687	180523	33366
1688	180740	33280
1689	180920	33186
1690	181329	33134
1691	181707	33076
1692	182186	33036
1693	182582	32981
1694	182751	32884
1695	182913	32786
1696	183174	32705
1697	183372	32613
1698	183613	32529
1699	183768	32429
1700	183901	32326
1701	184023	32220
1702	184138	32113
1703	184282	32011
1704	184470	31917
1705	184727	31834
1706	184921	31741
1707	185079	31641
1708	185203	31535
1709	185325	31429
1710	185422	31319
1711	185540	31212
1712	185625	31100
1713	185708	30987
1714	185816	30879
1715	185947	30774
1716	186114	30675
1717	186232	30569
1718	186366	30464
1719	186486	30358
1720	186636	30256
1721	186739	30147
1722	186846	30038
1723	186954	29930
1724	187052	29819
1725	187166	29712
1726	187310	29609
1727	187416	29500
1728	187506	29389
1729	187612	29280
1730	187806	29185
1731	188005	29090
1732	188154	28988
1733	188292	28884
1734	188429	28780
1735	188568	28676
1736	188710	28572
1737	188847	28468
1738	189008	28367
1739	189196	28270
1740	189330	28165
1741	189419	28054
1742	189510	27942
1743	189611	27832
1744	189707	27722
1745	189787	27609
1746	189861	27495
1747	189939	27382
1748	190033	27271
1749	190122	27160
1750	190204	27047
1751	190295	26936
1752	190398	26827
1753	190510	26719
1754	190610	26609
1755	190718	26500
1756	190837	26393
1757	190952	26285
1758	191044	26174
1759	191126	26062
1760	191204	25949
1761	191284	25837
1762	191378	25727
1763	191487	25618
1764	191610	25511
1765	191726	25404
1766	191822	25294
1767	191919	25184
1768	192020	25074
1769	192122	24965
1770	192220	24855
1771	192328	24746
1772	192433	24637
1773	192567	24532
1774	192664	24422
1775	192762	24312
1776	192853	24201
1777	192941	24090
1778	193038	23980
1779	193120	23868
1780	193219	23759
1781	193307	23648
1782	193384	23535
1783	193486	23426
1784	193574	23315
1785	193672	23205
1786	193753	23094
1787	193851	22984
1788	193960	22876
1789	194057	22766
1790	194150	22656
1791	194253	22547
1792	194336	22435
1793	194456	22328
1794	194550	22218
1795	194634	22107
1796	194724	21997
1797	194808	21886
1798	194918	21778
1799	195049	21672
1800	195147	21562
1801	195271	21456
1802	195379	21347
1803	195478	21238
1804	195576	21128
1805	195674	21019
1806	195776	20910
1807	195876	20801
1808	195977	20691
1809	196074	20582
1810	196164	20472
1811	196248	20361
1812	196334	20250
1813	196433	20141
1814	196527	20031
1815	196624	19922
1816	196714	19812
1817	196835	19705
1818	197017	19604
1819	197125	19495
1820	197215	19385
1821	197310	19276
1822	197405	19166
1823	197498	19056
1824	197578	18945
1825	197668	18835
1826	197772	18727
1827	197868	18617
1828	197975	18509
1829	198079	18400
1830	198184	18292
1831	198293	18184
1832	198372	18073
1833	198488	17965
1834	198586	17856
1835	198692	17748
1836	198786	17638
1837	198878	17529
1838	198967	17419
1839	199086	17311
1840	199175	17202
1841	199266	17092
1842	199368	16983
1843	199486	16876
1844	199585	16767
1845	199678	16657
1846	199766	16548
1847	199844	16437
1848	199933	16327
1849	200024	16218
1850	200107	16108
1851	200200	15998
1852	200297	15889
1853	200411	15782
1854	200504	15672
1855	200589	15563
1856	200692	15454
1857	200786	15345
1858	200887	15236
1859	200977	15127
1860	201069	15018
1861	201162	14908
1862	201257	14799
1863	201355	14691
1864	201453	14582
1865	201547	14473
1866	201626	14363
1867	201716	14254
1868	201802	14144
1869	201907	14036
1870	202007	13927
1871	202089	13818
1872	202170	13708
1873	202262	13599
1874	202356	13490
1875	202475	13383
1876	202612	13277
1877	202706	13168
1878	202811	13060
1879	202908	12951
1880	202998	12842
1881	203112	12734
1882	203215	12626
1883	203311	12518
1884	203410	12409
1885	203492	12300
1886	203610	12192
1887	203705	12084
1888	203819	11976
1889	203934	11869
1890	204029	11760
1891	204134	11652
1892	204229	11543
1893	204315	11434
1894	204393	11325
1895	204496	11217
1896	204599	11109
1897	204689	11000
1898	204788	10891
1899	204892	10783
1900	205003	10676
1901	205107	10568
1902	205193	10459
1903	205283	10350
1904	205387	10242
1905	205472	10133
1906	205567	10025
1907	205671	9917
1908	205757	9808
1909	205841	9699
1910	205933	9590
1911	206013	9481
1912	206132	9374
1913	206215	9265
1914	206293	9156
1915	206373	9047
1916	206467	8939
1917	206571	8831
1918	206678	8723
1919	206773	8615
1920	206860	8507
1921	206951	8398
1922	207054	8290
1923	207152	8182
1924	207243	8074
1925	207332	7966
1926	207407	7857
1927	207490	7748
1928	207587	7640
1929	207703	7533
1930	207815	7425
1931	207940	7318
1932	208034	7210
1933	208128	7102
1934	208240	6995
1935	208344	6887
1936	208429	6779
1937	208531	6671
1938	208625	6563
1939	208732	6455
1940	208833	6347
1941	208932	6240
1942	209016	6131
1943	209109	6023
1944	209224	5916
1945	209308	5808
1946	209401	5700
1947	209516	5592
1948	209604	5484
1949	209693	5376
1950	209796	5269
1951	209907	5161
1952	209995	5053
1953	210110	4946
1954	210205	4838
1955	210306	4730
1956	210448	4624
1957	210558	4516
1958	210668	4409
1959	210773	4301
1960	210871	4193
1961	210969	4086
1962	211069	3978
1963	211195	3871
1964	211289	3763
1965	211382	3655
1966	211488	3548
1967	211583	3440
1968	211677	3332
1969	211774	3224
1970	211870	3117
1971	211948	3009
1972	212034	2901
1973	212154	2794
1974	212272	2686
1975	212389	2579
1976	212480	2471
1977	212568	2364
1978	212673	2256
1979	212772	2149
1980	212876	2041
1981	212974	1934
1982	213071	1826
1983	213173	1719
1984	213276	1611
1985	213366	1504
1986	213450	1396
1987	213534	1288
1988	213622	1181
1989	213716	1073
1990	213810	966
1991	213906	859
1992	214014	751
1993	214122	644
1994	214231	536
1995	214345	429
1996	214436	322
1997	214526	214
1998	214622	107
1999	214728	0
