iter	MAE
1665	2261860.788
1666	2261834.761
1667	2261771.785
1668	2261756.813
1669	2261639.413
1670	2261399.623
1671	2261256.051
1672	2261193.539
1673	2261106.75
1674	2260996.295
1675	2260907.054
1676	2260877.462
1677	2260848.435
1678	2260701.189
1679	2260672.819
1680	2260659.331
1681	2260535.199
1682	2260519.024
1683	2260508.101
1684	2260478.949
1685	2260349.555
1686	2260310.746
1687	2260233.14
1688	2260150.325
1689	2260101.184
1690	2259847.522
1691	2259824.663
1692	2259808.321
1693	2259771.813
1694	2259668.973
1695	2259661.903
1696	2259633.448
1697	2259601.42
1698	2259185.624
1699	2259115.887
1700	2258947.026
1701	2258919.19
1702	2258848.54
1703	2258700.018
1704	2258674.902
1705	2258596.022
1706	2258545.248
1707	2258133.159
1708	2258109.992
1709	2258092.013
1710	2258013.546
1711	2257949.221
1712	2257884.644
1713	2257874.976
1714	2257849.715
1715	2257835.478
1716	2257820.798
1717	2257757.471
1718	2257731.727
1719	2257658.363
1720	2257599.082
1721	2257566.034
1722	2257557.929
1723	2257547.38
1724	2257035.212
1725	2257021.895
1726	2256948.751
1727	2256822.213
1728	2256818.854
1729	2256711.665
1730	2256639.658
1731	2256587.623
1732	2256534.882
1733	2256479.09
1734	2256423.873
1735	2256406.155
1736	2256197.562
1737	2256191.016
1738	2256155.599
1739	2255862.258
1740	2255818.398
1741	2255745.078
1742	2255704.691
1743	2255550.295
1744	2255528.549
1745	2255525.041
1746	2255488.974
1747	2255474.362
1748	2255432.737
1749	2255415.154
1750	2255385.209
1751	2255366.761
1752	2255338.743
1753	2255329.055
1754	2255315.23
1755	2255207.429
1756	2255157.118
1757	2255093.877
1758	2254745.417
1759	2254380.967
1760	2254338.847
1761	2254308.496
1762	2254289.601
1763	2254240.08
1764	2254203.723
1765	2254171.728
1766	2254148.986
1767	2254116.809
1768	2254019.93
1769	2253937.262
1770	2253848.099
1771	2253780.882
1772	2253664.511
1773	2253615.629
1774	2253561.605
1775	2253531.1
1776	2253483.157
1777	2253445.517
1778	2253350.867
1779	2253339.868
1780	2253317.827
1781	2253307.253
1782	2253144.026
1783	2253089.934
1784	2253019.644
1785	2252971.289
1786	2252962.047
1787	2252878.769
1788	2252811.148
1789	2252757.345
1790	2252730.696
1791	2252427.85
1792	2252363.187
1793	2252323.794
1794	2252162.367
1795	2252142.659
1796	2252015.793
1797	2252001.551
1798	2251967.626
1799	2251907.693
1800	2251340.659
1801	2251262.903
1802	2251156.172
1803	2251093.523
1804	2251053.981
1805	2251019.987
1806	2250910.121
1807	2250878.654
1808	2250834.77
1809	2250798.426
1810	2250597.624
1811	2250582.817
1812	2250529.43
1813	2250399.275
1814	2250372.733
1815	2250352.535
1816	2250002.882
1817	2249962.334
1818	2249854.537
1819	2249834.192
1820	2249733.787
1821	2249505.354
1822	2249491.144
1823	2249410.28
1824	2249395.816
1825	2249296.439
1826	2249253.843
1827	2249238.652
1828	2249209.793
1829	2249172.16
1830	2249096.049
1831	2249044.887
1832	2249038.332
1833	2248990.022
1834	2248949.053
1835	2248841.674
1836	2248817.974
1837	2248791.326
1838	2248685.312
1839	2248622.462
1840	2248431.845
1841	2248222.129
1842	2248144.619
1843	2248114.209
1844	2248092.285
1845	2248077.252
1846	2248059.991
1847	2248045.863
1848	2248010.066
1849	2247884.316
1850	2247864.102
1851	2247831.524
1852	2247726.196
1853	2247628.117
1854	2247597.783
1855	2247138.862
1856	2247011.821
1857	2246988.774
1858	2246912.095
1859	2246892.581
1860	2246776.491
1861	2246720.757
1862	2246555.761
1863	2246480.587
1864	2246023.171
1865	2245991.712
1866	2245984.983
1867	2245806.784
1868	2245692.767
1869	2245611.272
1870	2245533.173
1871	2245523.264
1872	2245164.648
1873	2245051.197
1874	2244835.27
1875	2244802.607
1876	2244725.926
1877	2244663.952
1878	2244568.799
1879	2244513.444
1880	2244495.38
1881	2244428.803
1882	2244313.657
1883	2244297.051
1884	2244256.642
1885	2244139.848
1886	2244102.343
1887	2244016.109
1888	2243983.815
1889	2243913.114
1890	2243901.828
1891	2243862.899
1892	2243852.267
1893	2243837.261
1894	2243823.688
1895	2243775.871
1896	2243763.595
1897	2243742.354
1898	2243720.62
1899	2243688.779
1900	2243655.351
1901	2243630.489
1902	2243619.956
1903	2243554.938
1904	2243527.719
1905	2243204.73
1906	2243173.834
1907	2243072.049
1908	2243026.501
1909	2242854.263
1910	2242813.746
1911	2242770.547
1912	2242721.401
1913	2242592.272
1914	2242586.934
1915	2242580.035
1916	2242521.8
1917	2242504.573
1918	2242455.605
1919	2242443.817
1920	2242400.639
1921	2242362.229
1922	2242293.403
1923	2242216.333
1924	2242142.001
1925	2242130.538
1926	2242127.585
1927	2241906.274
1928	2241686.594
1929	2241610.586
1930	2241586.804
1931	2241504.017
1932	2241482.591
1933	2241346.501
1934	2241279.933
1935	2241135.908
1936	2241121.834
1937	2241090.428
1938	2241004.731
1939	2240982.979
1940	2240967.981
1941	2240876.284
1942	2240871.389
1943	2240735.594
1944	2240688.157
1945	2240661.509
1946	2240466.054
1947	2240362.215
1948	2240355.455
1949	2240340.963
1950	2240290.017
1951	2240218.189
1952	2240209.075
1953	2240172.321
1954	2240092.89
1955	2240060.414
1956	2240022.03
1957	2239918.118
1958	2239858.991
1959	2239828.151
1960	2239695.871
1961	2239671.369
1962	2239649.312
1963	2239605.525
1964	2239600.883
1965	2239554.295
1966	2239520.976
1967	2239499.325
1968	2239467.384
1969	2239448.281
1970	2239414.899
1971	2239255.34
1972	2239165.637
1973	2239146.129
1974	2239101.167
1975	2239079.216
1976	2239067.851
1977	2239052.156
1978	2239030.118
1979	2238990.658
1980	2238966.21
1981	2238955.405
1982	2238938.423
1983	2238882.567
1984	2238832.797
1985	2238826.112
1986	2238436.086
1987	2238424.356
1988	2238416.893
1989	2238383.723
1990	2238316.096
1991	2238280.565
1992	2238247.454
1993	2238166.133
1994	2238152.026
1995	2238119.573
1996	2237918.37
1997	2237906.169
1998	2237646.83
1999	2237631.535
